1,37.07113,-84.60951
2,40.86776,-111.91
3,39.80175,-104.94518
4,29.34757,-98.46019
5,39.84038,-75.25681
6,29.36763,-94.90828
7,29.37542,-94.90798
8,29.74285,-95.01026
9,29.93358,-89.96916
10,41.67947,-83.45156
11,28.45728,-98.18771
12,29.72181,-95.2536
13,41.78212,-107.10722
14,32.36172,-95.2797
15,38.01844,-122.11327
16,35.95528,-101.88038
17,29.7231,-95.20804
18,30.17866697,-93.33023518
19,38.04457,-122.25522
20,36.1389,-96.02106
21,33.89872,-118.14659
22,36.11992,-96.00072
23,37.94216,-87.91082
24,40.61127,-80.62966
25,30.24224,-93.28476
26,30.24116,-93.27022
27,44.85156,-93.00051
28,41.96487,-78.63466
29,41.26035,-110.80691
30,21.30378,-158.09246
31,33.79637,-118.23297
32,40.83864,-111.92062
33,21.30988,-158.1118
34,30.4839,-91.17958
35,33.77309,-118.28705
36,47.25709,-122.39626
37,32.79952,-93.41136
38,47.52363,-111.29321
39,29.71373,-95.23472
40,30.06365,-94.0689
41,38.07159,-122.13795
42,30.47564,-91.20631
43,33.85271,-118.33026
44,35.29459,-118.91804
45,40.6324,-74.22303
46,29.07292,-95.74694
47,31.81706,-89.00875
48,32.84693,-104.39327
49,30.78914,-88.05573
50,40.8259,-111.92327
51,48.82973,-122.69437
52,41.12768,-104.78969
53,33.19927,-92.67513
54,32.38658,-90.90825
55,30.39826,-94.22855
56,41.65374,-88.04839
57,45.78061,-108.48972
58,41.8297,-79.12742
59,48.47182,-122.55912
60,30.00314,-90.40214
61,33.2005,-87.60783
62,27.80941,-97.42639
63,40.887,-111.90389
64,29.86055,-93.96562
65,41.6328,-83.5019
66,29.68239,-89.97501
67,30.5256,-91.75003
68,33.91022,-118.40949
69,41.41383,-88.18346
70,39.90319,-75.20799
71,36.68193,-97.09105
72,30.34345,-88.48672
73,61.08396,-146.25057
74,39.5873,-75.63058
75,33.9463,-118.16704
76,40.79395,-111.90812
77,31.76949,-106.4036
78,27.80624,-97.42306
79,48.49396568,-122.5659765
80,30.06129,-90.59639
81,43.84958,-104.21464
82,35.69769,-101.36159
83,40.71772,-84.12643
84,60.68387,-151.36605
85,29.93542,-89.93908
86,34.63057,-97.16788
87,44.76598,-93.04178
88,30.13371,-93.32054
89,29.96016,-93.88862
90,40.77343,-81.41391
91,35.48885,-108.42582
92,34.20492,-97.10442
93,29.88301,-93.95994
94,29.99255,-90.39446
95,37.94158,-122.39145
96,29.72153,-95.12778
97,33.81535,-118.24102
98,32.46693,-93.79254
99,29.83178,-95.11971
100,46.69135,-92.07186
101,39.80365,-104.94767
102,38.99813,-87.71792
103,38.34404,-97.67337
104,38.0251,-122.0639
105,32.27045,-101.41632
106,37.79594,-96.87283
107,46.85078,-100.88122
108,35.3795,-119.07206
109,38.37587,-82.59843
110,38.83827,-90.07398
111,41.66251,-87.48195
113,42.28189,-83.15623
114,35.08508,-90.08235
115,30.11148,-90.89591
116,37.05082919,-95.60567846
117,39.82213,-75.40365
118,42.8611,-106.24224
119,33.77884,-118.23507
120,29.37217,-94.92688
121,45.65832,-108.76851
122,48.88423,-122.73373
123,45.81427,-108.43355
124,27.8112,-97.44167
125,64.73242,-147.34401
126,29.26145,-97.78658
127,70.25498,-148.34731
128,32.59091,-93.51259
129,70.32539,-149.6059
130,38.6222,-115.61858
131,31.18137,-87.4394
132,34.93032,-120.51069
133,39.84615,-75.2256
134,35.39724,-119.04671
135,33.7976,-118.23925
136,49.29336,-122.98734
137,50.48602,-104.57294
138,46.75882,-71.19313
139,42.95168,-82.41765
140,45.28335,-66.0092
141,42.83385,-80.0478
142,33.36335,-92.71255
143,25.5877,-99.94061
144,42.90668,-82.44486
145,43.50178,-79.61003
146,45.64297,-73.52408
147,42.93098,-82.43958
148,29.737676,-95.218204
149,27.81794,-97.507191
150,27.809312,-97.436169
151,29.751112,-95.122762
152,46.855298,-102.912698
153,30.28776,-93.14512
155,27.81738,-97.49173
156,43.01965,-105.26072
157,35.03871984,-120.5895394
